"id_turma";"codigo_turma";"siape";"matricula_docente_externo";"observacao";"id_componente_curricular";"ch_dedicada_periodo";"nivel_ensino";"campus_turma";"local";"ano";"periodo";"data_inicio";"data_fim";"descricao_horario";"total_solicitacoes";"capacidade_aluno";"tipo";"distancia";"data_consolidacao";"agrupadora";"id_turma_agrupadora";"qtd_aulas_lancadas";"situacao_turma";"convenio";"modalidade_participantes"
"1205341";"01";"1149567";"";"";"51237";"36";"LATO SENSU";"";"Auditório do LAUT";"2014";"1";"2014/01/03 00:00:00.000";"2014/01/30 00:00:00.000";"7M2345  7T3456  6N1234 (03/01/2014 - 30/01/2014)";"";"30";"REGULAR";"false";"2014/07/03 23:48:24.496000000";"false";"";"0";"CONSOLIDADA";"";"Presencial"
"1205342";"01";"350693";"";"";"51232";"12";"LATO SENSU";"";"Auditório do LAUT";"2014";"1";"2014/01/31 00:00:00.000";"2014/03/27 00:00:00.000";"7M2345  7T3456  6N1234 (31/01/2014 - 27/03/2014)";"";"30";"REGULAR";"false";"2014/09/26 10:06:21.559000000";"false";"";"20";"CONSOLIDADA";"";"Presencial"
"1205342";"01";"2453033";"";"";"51232";"24";"LATO SENSU";"";"Auditório do LAUT";"2014";"1";"2014/01/31 00:00:00.000";"2014/03/27 00:00:00.000";"7M2345  7T3456  6N1234 (31/01/2014 - 27/03/2014)";"";"30";"REGULAR";"false";"2014/09/26 10:06:21.559000000";"false";"";"20";"CONSOLIDADA";"";"Presencial"
"1205343";"01";"1451883";"";"";"51233";"36";"LATO SENSU";"";"Auditório do LAUT";"2014";"1";"2014/03/28 00:00:00.000";"2014/05/10 00:00:00.000";"7M2345  7T3456  6N1234";"";"30";"REGULAR";"false";"2014/09/26 14:35:34.734000000";"false";"";"0";"CONSOLIDADA";"";"Presencial"
"1207245";"01";"";"82005";"";"53646";"30";"LATO SENSU";"";"Setor II - Sala C4";"2014";"1";"2014/01/25 00:00:00.000";"2014/02/15 00:00:00.000";"7M2345  7T3456";"";"33";"REGULAR";"false";"2015/03/09 16:31:00.040000000";"false";"";"32";"CONSOLIDADA";"";"Presencial"
"1207246";"01";"1219932";"";"";"53643";"40";"LATO SENSU";"";"Setor II - Sala C4";"2014";"1";"2014/03/01 00:00:00.000";"2014/04/05 00:00:00.000";"7M2345  7T3456";"";"33";"REGULAR";"false";"2014/07/07 13:56:29.150000000";"false";"";"40";"CONSOLIDADA";"";"Presencial"
"1207247";"01";"";"81123";"";"53647";"40";"LATO SENSU";"";"Setor II - Sala C4";"2014";"1";"2014/04/12 00:00:00.000";"2014/05/17 00:00:00.000";"7M2345  7T3456";"";"33";"REGULAR";"false";"2014/09/29 10:02:49.182000000";"false";"";"48";"CONSOLIDADA";"";"Presencial"
"1207248";"01";"2279106";"";"";"53948";"40";"LATO SENSU";"";"Setor II - Sala C4";"2014";"1";"2014/05/24 00:00:00.000";"2014/06/14 00:00:00.000";"7M2345  7T3456";"";"33";"REGULAR";"false";"2015/02/03 11:10:31.997000000";"false";"";"40";"CONSOLIDADA";"";"Presencial"
"1215958";"01";"1679532";"";"";"51816";"10";"LATO SENSU";"";"Setor II, Sala H2";"2014";"1";"2014/02/22 00:00:00.000";"2014/03/15 00:00:00.000";"7M12345  7T123456";"";"77";"REGULAR";"false";"2014/04/22 15:58:27.655000000";"false";"";"33";"CONSOLIDADA";"";"Presencial"
"1215958";"01";"1841870";"";"";"51816";"10";"LATO SENSU";"";"Setor II, Sala H2";"2014";"1";"2014/02/22 00:00:00.000";"2014/03/15 00:00:00.000";"7M12345  7T123456";"";"77";"REGULAR";"false";"2014/04/22 15:58:27.655000000";"false";"";"33";"CONSOLIDADA";"";"Presencial"
"1215958";"01";"1319361";"";"";"51816";"10";"LATO SENSU";"";"Setor II, Sala H2";"2014";"1";"2014/02/22 00:00:00.000";"2014/03/15 00:00:00.000";"7M12345  7T123456";"";"77";"REGULAR";"false";"2014/04/22 15:58:27.655000000";"false";"";"33";"CONSOLIDADA";"";"Presencial"
"1216712";"01";"1466265";"";"";"52227";"12";"LATO SENSU";"";"DOD";"2014";"1";"2014/01/16 00:00:00.000";"2014/02/15 00:00:00.000";"6N234 (16/01/2014 - 15/02/2014)";"";"12";"REGULAR";"false";"2015/04/29 11:04:18.845000000";"false";"";"0";"CONSOLIDADA";"";"Presencial"
"1216715";"01";"1678126";"";"";"52088";"12";"LATO SENSU";"";"DOD";"2014";"1";"2014/03/06 00:00:00.000";"2014/04/06 00:00:00.000";"7M2345 (06/03/2014 - 06/04/2014)";"";"12";"REGULAR";"false";"2015/04/29 10:59:12.802000000";"false";"";"0";"CONSOLIDADA";"";"Presencial"
"1216719";"01";"1958729";"";"";"53376";"110";"LATO SENSU";"";"DOD";"2014";"1";"2014/01/10 00:00:00.000";"2015/04/24 00:00:00.000";"6M2345  56T3456  5N234";"";"12";"REGULAR";"false";"2015/10/22 11:25:34.357000000";"false";"";"0";"CONSOLIDADA";"";"Presencial"
"1216719";"01";"1660087";"";"";"53376";"110";"LATO SENSU";"";"DOD";"2014";"1";"2014/01/10 00:00:00.000";"2015/04/24 00:00:00.000";"6M2345  56T3456  5N234";"";"12";"REGULAR";"false";"2015/10/22 11:25:34.357000000";"false";"";"0";"CONSOLIDADA";"";"Presencial"
"1216719";"01";"2177264";"";"";"53376";"110";"LATO SENSU";"";"DOD";"2014";"1";"2014/01/10 00:00:00.000";"2015/04/24 00:00:00.000";"6M2345  56T3456  5N234";"";"12";"REGULAR";"false";"2015/10/22 11:25:34.357000000";"false";"";"0";"CONSOLIDADA";"";"Presencial"
"1216719";"01";"1752956";"";"";"53376";"121";"LATO SENSU";"";"DOD";"2014";"1";"2014/01/10 00:00:00.000";"2015/04/24 00:00:00.000";"6M2345  56T3456  5N234";"";"12";"REGULAR";"false";"2015/10/22 11:25:34.357000000";"false";"";"0";"CONSOLIDADA";"";"Presencial"
"1216721";"01";"1752956";"";"";"53412";"40";"LATO SENSU";"";"DOD";"2014";"1";"2014/05/08 00:00:00.000";"2015/04/24 00:00:00.000";"7M2345 (08/05/2014 - 24/04/2015)";"";"12";"REGULAR";"false";"2015/04/29 14:39:12.652000000";"false";"";"0";"CONSOLIDADA";"";"Presencial"
"1217077";"01";"2086430";"";"";"52643";"24";"LATO SENSU";"";"VIDEOTECA 2 BIBLIOTECA CENTRAL ZILA MAMEDE";"2014";"1";"2014/01/27 00:00:00.000";"2014/02/07 00:00:00.000";"246N1234 (27/01/2014 - 07/02/2014)";"";"50";"REGULAR";"false";"2014/02/24 11:35:29.781000000";"false";"";"";"CONSOLIDADA";"";"Presencial"
"1217079";"01";"1696802";"";"";"52645";"24";"LATO SENSU";"";"VIDEOTECA 2 BIBLIOTECA CENTRAL ZILA MAMEDE";"2014";"1";"2014/05/19 00:00:00.000";"2014/05/30 00:00:00.000";"2N2341 35N1234";"";"50";"REGULAR";"false";"2014/08/24 21:52:45.374000000";"false";"";"24";"CONSOLIDADA";"";"Presencial"
"1217080";"01";"3636721";"";"";"52703";"30";"LATO SENSU";"";"VIDEOTECA 2 BIBLIOTECA CENTRAL ZILA MAMEDE";"2014";"1";"2014/02/10 00:00:00.000";"2014/02/28 00:00:00.000";"246N1234 (10/02/2014 - 14/02/2014),  246N1234 (24/02/2014 - 28/02/2014)";"";"50";"REGULAR";"false";"2014/06/10 13:39:55.860000000";"false";"";"24";"CONSOLIDADA";"";"Presencial"
"1217081";"01";"1149367";"";"";"52647";"30";"LATO SENSU";"";"VIDEOTECA 2 BIBLIOTECA CENTRAL ZILA MAMEDE";"2014";"1";"2014/03/10 00:00:00.000";"2014/03/21 00:00:00.000";"246N1234 (10/03/2014 - 21/03/2014)";"";"30";"REGULAR";"false";"2014/03/30 09:32:55.787000000";"false";"";"";"CONSOLIDADA";"";"Presencial"
"1217082";"01";"2087429";"";"";"52648";"30";"LATO SENSU";"";"VIDEOTECA 2 BIBLIOTECA CENTRAL ZILA MAMEDE";"2014";"1";"2014/03/31 00:00:00.000";"2014/04/04 00:00:00.000";"246N1234";"";"50";"REGULAR";"false";"2014/05/31 18:58:22.554000000";"false";"";"12";"CONSOLIDADA";"";"Presencial"
"1217093";"01";"1615549";"";"";"52917";"15";"LATO SENSU";"";"Depto. de Oceanografia e Limnologia";"2014";"1";"2014/06/09 00:00:00.000";"2014/06/12 00:00:00.000";"234T2345 5T234 (09/06/2014 - 12/06/2014)";"";"26";"REGULAR";"false";"2014/10/15 07:42:19.653000000";"false";"";"15";"CONSOLIDADA";"";"Presencial"
"1217094";"01";"1639731";"";"";"52918";"30";"LATO SENSU";"";"Depto. de Oceanografia e Limnologia";"2014";"1";"2014/05/12 00:00:00.000";"2014/05/16 00:00:00.000";"23456T123456 (12/05/2014 - 16/05/2014)";"";"26";"REGULAR";"false";"2014/06/18 11:13:22.326000000";"false";"";"30";"CONSOLIDADA";"";"Presencial"
"1217104";"01";"1279472";"";"";"53072";"15";"LATO SENSU";"";"Depto. de Oceanografia e Limnologia";"2014";"1";"2014/02/10 00:00:00.000";"2014/04/11 00:00:00.000";"23456T2345 (10/02/2014 - 11/04/2014)";"";"26";"REGULAR";"false";"2014/05/09 13:51:30.151000000";"false";"";"60";"CONSOLIDADA";"";"Presencial"
"1217104";"01";"346769";"";"";"53072";"15";"LATO SENSU";"";"Depto. de Oceanografia e Limnologia";"2014";"1";"2014/02/10 00:00:00.000";"2014/04/11 00:00:00.000";"23456T2345 (10/02/2014 - 11/04/2014)";"";"26";"REGULAR";"false";"2014/05/09 13:51:30.151000000";"false";"";"60";"CONSOLIDADA";"";"Presencial"
"1217104";"01";"1149364";"";"";"53072";"15";"LATO SENSU";"";"Depto. de Oceanografia e Limnologia";"2014";"1";"2014/02/10 00:00:00.000";"2014/04/11 00:00:00.000";"23456T2345 (10/02/2014 - 11/04/2014)";"";"26";"REGULAR";"false";"2014/05/09 13:51:30.151000000";"false";"";"60";"CONSOLIDADA";"";"Presencial"
"1217205";"01";"2083593";"";"";"48251";"60";"GRADUAÇÃO";"Campus Central";"3H1";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"24N34";"28";"45";"REGULAR";"false";"2014/06/20 14:10:17.568000000";"false";"";"68";"CONSOLIDADA";"";"Presencial"
"1217206";"01";"2083593";"";"";"48252";"60";"GRADUAÇÃO";"Campus Central";"3H1";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"24N12";"31";"45";"REGULAR";"false";"2014/06/20 14:06:26.829000000";"false";"";"66";"CONSOLIDADA";"";"Presencial"
"1217207";"01";"6345253";"";"";"48565";"60";"GRADUAÇÃO";"Campus Central";"3B3";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"24N12";"4";"25";"REGULAR";"false";"2014/06/18 09:10:03.497000000";"false";"";"74";"CONSOLIDADA";"";"Presencial"
"1217208";"01";"347268";"";"";"23495";"90";"GRADUAÇÃO";"Campus Central";"3A2";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"35M123";"17";"50";"REGULAR";"false";"2014/06/18 09:00:03.199000000";"false";"";"105";"CONSOLIDADA";"";"Presencial"
"1217209";"01";"347083";"";"";"23533";"60";"GRADUAÇÃO";"Campus Central";"3A4";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"35M12";"55";"55";"REGULAR";"false";"2014/06/10 09:56:24.147000000";"false";"";"72";"CONSOLIDADA";"";"Presencial"
"1217210";"02";"347083";"";"";"23533";"60";"GRADUAÇÃO";"Campus Central";"3A1";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"35N12";"46";"55";"REGULAR";"false";"2014/06/11 20:28:38.822000000";"false";"";"72";"CONSOLIDADA";"";"Presencial"
"1217211";"01";"350692";"";"";"25518";"15";"GRADUAÇÃO";"Campus Central";"3G3";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"3M3456 5M56";"20";"50";"REGULAR";"false";"2014/06/20 16:35:18.425000000";"false";"";"112";"CONSOLIDADA";"";"Presencial"
"1217211";"01";"349708";"";"";"25518";"75";"GRADUAÇÃO";"Campus Central";"3G3";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"3M3456 5M56";"20";"50";"REGULAR";"false";"2014/06/20 16:35:18.425000000";"false";"";"112";"CONSOLIDADA";"";"Presencial"
"1217212";"02";"2045012";"";"";"25518";"90";"GRADUAÇÃO";"Campus Central";"3B1";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"246N12";"20";"50";"REGULAR";"false";"2014/06/15 10:01:18.317000000";"false";"";"98";"CONSOLIDADA";"";"Presencial"
"1217213";"01";"3664437";"";"";"23577";"90";"GRADUAÇÃO";"Campus Central";"3F4";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"346T12";"11";"30";"REGULAR";"false";"2014/06/12 23:14:13.544000000";"false";"";"112";"CONSOLIDADA";"";"Presencial"
"1217214";"01";"2045012";"";"";"25526";"60";"GRADUAÇÃO";"Campus Central";"3B6";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"35M34";"19";"53";"REGULAR";"false";"2014/06/20 10:24:49.430000000";"false";"";"66";"CONSOLIDADA";"";"Presencial"
"1217215";"01";"2952913";"";"";"23553";"60";"GRADUAÇÃO";"Campus Central";"3G4";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"46M56";"23";"50";"REGULAR";"false";"2014/06/13 19:38:03.139000000";"false";"";"72";"CONSOLIDADA";"";"Presencial"
"1217216";"02";"3664437";"";"";"23553";"60";"GRADUAÇÃO";"Campus Central";"3H1";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"35M34";"41";"50";"REGULAR";"false";"2014/06/20 10:55:33.666000000";"false";"";"74";"CONSOLIDADA";"";"Presencial"
"1217217";"03";"2119266";"";"";"23553";"60";"GRADUAÇÃO";"Campus Central";"3C1";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"35T34";"46";"60";"REGULAR";"false";"2014/06/18 11:13:59.867000000";"false";"";"72";"CONSOLIDADA";"";"Presencial"
"1217218";"01";"1149364";"";"";"25173";"60";"GRADUAÇÃO";"Campus Central";"2H10";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"35M34";"32";"45";"REGULAR";"false";"2014/06/10 18:30:30.875000000";"false";"";"72";"CONSOLIDADA";"";"Presencial"
"1217220";"01";"2052404";"";"";"2054963";"60";"GRADUAÇÃO";"Campus Central";"Setor IV - SALA B1";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"24T56";"3";"45";"REGULAR";"false";"2014/06/14 12:30:11.024000000";"false";"";"72";"CONSOLIDADA";"";"Presencial"
"1217222";"01";"1345675";"";"";"43353";"60";"GRADUAÇÃO";"Campus Central";"Setor IV - SALA I2";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"35N12";"13";"40";"REGULAR";"false";"2014/06/06 11:43:09.835000000";"false";"";"70";"CONSOLIDADA";"";"Presencial"
"1217224";"01A";"2888217";"";"";"21812";"44";"GRADUAÇÃO";"Campus Central";"Faculdade de Farmácia sala 7B5 e Lab de Imunologia";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"35N123";"14";"11";"REGULAR";"false";"2014/06/16 22:09:00.449000000";"false";"1217223";"105";"CONSOLIDADA";"";"Presencial"
"1217224";"01A";"1801992";"";"";"21812";"8";"GRADUAÇÃO";"Campus Central";"Faculdade de Farmácia sala 7B5 e Lab de Imunologia";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"35N123";"14";"11";"REGULAR";"false";"2014/06/16 22:09:00.449000000";"false";"1217223";"105";"CONSOLIDADA";"";"Presencial"
"1217224";"01A";"6349161";"";"";"21812";"20";"GRADUAÇÃO";"Campus Central";"Faculdade de Farmácia sala 7B5 e Lab de Imunologia";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"35N123";"14";"11";"REGULAR";"false";"2014/06/16 22:09:00.449000000";"false";"1217223";"105";"CONSOLIDADA";"";"Presencial"
"1217224";"01A";"350753";"";"";"21812";"18";"GRADUAÇÃO";"Campus Central";"Faculdade de Farmácia sala 7B5 e Lab de Imunologia";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"35N123";"14";"11";"REGULAR";"false";"2014/06/16 22:09:00.449000000";"false";"1217223";"105";"CONSOLIDADA";"";"Presencial"
"1217226";"02A";"1801992";"";"";"21812";"7";"GRADUAÇÃO";"Campus Central";"Faculdade de Farmácia sala 7B5 e Lab de Imunologia";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"35N123";"7";"8";"REGULAR";"false";"2014/06/20 18:22:13.819000000";"false";"1217225";"111";"CONSOLIDADA";"";"Presencial"
"1217226";"02A";"2888217";"";"";"21812";"46";"GRADUAÇÃO";"Campus Central";"Faculdade de Farmácia sala 7B5 e Lab de Imunologia";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"35N123";"7";"8";"REGULAR";"false";"2014/06/20 18:22:13.819000000";"false";"1217225";"111";"CONSOLIDADA";"";"Presencial"
"1217226";"02A";"350753";"";"";"21812";"17";"GRADUAÇÃO";"Campus Central";"Faculdade de Farmácia sala 7B5 e Lab de Imunologia";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"35N123";"7";"8";"REGULAR";"false";"2014/06/20 18:22:13.819000000";"false";"1217225";"111";"CONSOLIDADA";"";"Presencial"
"1217226";"02A";"6349161";"";"";"21812";"20";"GRADUAÇÃO";"Campus Central";"Faculdade de Farmácia sala 7B5 e Lab de Imunologia";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"35N123";"7";"8";"REGULAR";"false";"2014/06/20 18:22:13.819000000";"false";"1217225";"111";"CONSOLIDADA";"";"Presencial"
"1217228";"05A";"1663052";"";"";"20984";"30";"GRADUAÇÃO";"Campus Central";"Faculdade de Farmácia sala 7B5";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"2N34 5N1234";"26";"17";"REGULAR";"false";"2014/06/18 14:31:32.048000000";"false";"1225991";"102";"CONSOLIDADA";"";"Presencial"
"1217228";"05A";"6345816";"";"";"20984";"30";"GRADUAÇÃO";"Campus Central";"Faculdade de Farmácia sala 7B5";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"2N34 5N1234";"26";"17";"REGULAR";"false";"2014/06/18 14:31:32.048000000";"false";"1225991";"102";"CONSOLIDADA";"";"Presencial"
"1217228";"05A";"2087759";"";"";"20984";"30";"GRADUAÇÃO";"Campus Central";"Faculdade de Farmácia sala 7B5";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"2N34 5N1234";"26";"17";"REGULAR";"false";"2014/06/18 14:31:32.048000000";"false";"1225991";"102";"CONSOLIDADA";"";"Presencial"
"1217230";"02A";"1663052";"";"";"20984";"30";"GRADUAÇÃO";"Campus Central";"Faculdade de Farmácia sala 7B5";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"2N34 4N1234";"22";"17";"REGULAR";"false";"2014/06/18 14:27:48.297000000";"false";"1217229";"102";"CONSOLIDADA";"";"Presencial"
"1217230";"02A";"2087759";"";"";"20984";"30";"GRADUAÇÃO";"Campus Central";"Faculdade de Farmácia sala 7B5";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"2N34 4N1234";"22";"17";"REGULAR";"false";"2014/06/18 14:27:48.297000000";"false";"1217229";"102";"CONSOLIDADA";"";"Presencial"
"1217230";"02A";"6345816";"";"";"20984";"30";"GRADUAÇÃO";"Campus Central";"Faculdade de Farmácia sala 7B5";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"2N34 4N1234";"22";"17";"REGULAR";"false";"2014/06/18 14:27:48.297000000";"false";"1217229";"102";"CONSOLIDADA";"";"Presencial"
"1217231";"02";"2045012";"";"";"25526";"60";"GRADUAÇÃO";"Campus Central";"3A1";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"35N34";"37";"38";"REGULAR";"false";"2014/06/15 10:03:01.391000000";"false";"";"66";"CONSOLIDADA";"";"Presencial"
"1217232";"01";"1639676";"";"";"41805";"60";"GRADUAÇÃO";"Campus Central";"4B4";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"2T3456";"9";"20";"REGULAR";"false";"2014/06/10 13:05:09.965000000";"false";"";"72";"CONSOLIDADA";"";"Presencial"
"1217234";"01A";"6345638";"";"";"2054902";"30";"GRADUAÇÃO";"Campus Central";"Sala de Aula de Física - CB Piso Superior";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"24T12";"21";"24";"REGULAR";"false";"2014/06/10 12:08:29.280000000";"false";"1217233";"72";"CONSOLIDADA";"";"Presencial"
"1217234";"01A";"2578455";"";"";"2054902";"30";"GRADUAÇÃO";"Campus Central";"Sala de Aula de Física - CB Piso Superior";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"24T12";"21";"24";"REGULAR";"false";"2014/06/10 12:08:29.280000000";"false";"1217233";"72";"CONSOLIDADA";"";"Presencial"
"1217236";"02A";"2578455";"";"";"2054902";"30";"GRADUAÇÃO";"Campus Central";"Sala de Aula de Física - CB Piso Superior";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"24N34";"28";"35";"REGULAR";"false";"2014/06/10 12:29:31.515000000";"false";"1217235";"72";"CONSOLIDADA";"";"Presencial"
"1217236";"02A";"6345638";"";"";"2054902";"30";"GRADUAÇÃO";"Campus Central";"Sala de Aula de Física - CB Piso Superior";"2014";"1";"2014/01/27 00:00:00.000";"2014/06/14 00:00:00.000";"24N34";"28";"35";"REGULAR";"false";"2014/06/10 12:29:31.515000000";"false";"1217235";"72";"CONSOLIDADA";"";"Presencial"
