"id_turma";"codigo_turma";"siape";"matricula_docente_externo";"observacao";"id_componente_curricular";"ch_dedicada_periodo";"nivel_ensino";"campus_turma";"local";"ano";"periodo";"data_inicio";"data_fim";"descricao_horario";"total_solicitacoes";"capacidade_aluno";"tipo";"distancia";"data_consolidacao";"agrupadora";"id_turma_agrupadora";"qtd_aulas_lancadas";"situacao_turma";"convenio";"modalidade_participantes"
"1217099";"01";"1615549";"";"";"52922";"5";"LATO SENSU";"";"Depto. de Oceanografia e Limnologia";"2015";"1";"2015/05/11 00:00:00.000";"2015/05/15 00:00:00.000";"23456T234";"";"26";"REGULAR";"false";"2015/06/01 12:53:14.625000000";"false";"";"15";"CONSOLIDADA";"";"Presencial"
"1217099";"01";"347103";"";"";"52922";"10";"LATO SENSU";"";"Depto. de Oceanografia e Limnologia";"2015";"1";"2015/05/11 00:00:00.000";"2015/05/15 00:00:00.000";"23456T234";"";"26";"REGULAR";"false";"2015/06/01 12:53:14.625000000";"false";"";"15";"CONSOLIDADA";"";"Presencial"
"1217100";"01";"347581";"";"";"52921";"15";"LATO SENSU";"";"Depto. de Oceanografia e Limnologia";"2015";"1";"2015/04/14 00:00:00.000";"2015/04/17 00:00:00.000";"345T2345 6T234 (14/04/2015 - 17/04/2015)";"";"26";"REGULAR";"false";"2015/10/08 16:19:21.901000000";"false";"";"8";"CONSOLIDADA";"";"Presencial"
"1217101";"01";"1615549";"";"";"52925";"30";"LATO SENSU";"";"Depto. de Oceanografia e Limnologia";"2015";"1";"2015/02/09 00:00:00.000";"2015/02/13 00:00:00.000";"23456T123456";"";"26";"REGULAR";"false";"2015/06/01 12:50:38.962000000";"false";"";"30";"CONSOLIDADA";"";"Presencial"
"1217102";"01";"";"81612";"";"52920";"15";"LATO SENSU";"";"Depto. de Oceanografia e Limnologia";"2015";"1";"2015/03/10 00:00:00.000";"2015/03/13 00:00:00.000";"23456T123456";"";"26";"REGULAR";"false";"2015/08/26 11:48:34.146000000";"false";"";"24";"CONSOLIDADA";"";"Presencial"
"1217102";"01";"";"81611";"";"52920";"15";"LATO SENSU";"";"Depto. de Oceanografia e Limnologia";"2015";"1";"2015/03/10 00:00:00.000";"2015/03/13 00:00:00.000";"23456T123456";"";"26";"REGULAR";"false";"2015/08/26 11:48:34.146000000";"false";"";"24";"CONSOLIDADA";"";"Presencial"
"1237217";"01";"2292784";"";"";"55558";"8";"LATO SENSU";"";"DOD";"2015";"1";"2015/03/05 00:00:00.000";"2015/03/27 00:00:00.000";"6T2345";"";"12";"REGULAR";"false";"2016/02/10 14:06:53.464000000";"false";"";"0";"CONSOLIDADA";"";"Presencial"
"1237222";"01";"2492886";"";"";"55563";"28";"LATO SENSU";"";"DOD";"2015";"1";"2015/01/08 00:00:00.000";"2015/04/30 00:00:00.000";"6N234";"";"12";"REGULAR";"false";"2016/02/15 21:20:30.937000000";"false";"";"0";"CONSOLIDADA";"";"Presencial"
"1238822";"01";"1721835";"";"";"57524";"70";"TÉCNICO";"";"201";"2015";"1";"2014/10/20 00:00:00.000";"2015/07/05 00:00:00.000";"2T1234 2N1 (02/02/2015 - 21/06/2015)";"";"280";"REGULAR";"true";"";"false";"";"";"CONSOLIDADA";"";"A Distância"
"1239193";"01";"";"12019";"";"56346";"45";"TÉCNICO";"";"EAJ";"2015";"1";"2015/02/02 00:00:00.000";"2015/05/20 00:00:00.000";"6N1234";"";"40";"REGULAR";"false";"";"false";"";"";"EXCLUÍDA";"";"Presencial"
