"id_turma";"codigo_turma";"siape";"matricula_docente_externo";"observacao";"id_componente_curricular";"ch_dedicada_periodo";"nivel_ensino";"campus_turma";"local";"ano";"periodo";"data_inicio";"data_fim";"descricao_horario";"total_solicitacoes";"capacidade_aluno";"tipo";"distancia";"data_consolidacao";"agrupadora";"id_turma_agrupadora";"qtd_aulas_lancadas";"situacao_turma";"convenio";"modalidade_participantes"
"1207249";"01";"";"81111";"";"53640";"40";"LATO SENSU";"";"Setor II - Sala C4";"2014";"2";"2014/07/19 00:00:00.000";"2014/08/16 00:00:00.000";"7M2345  7T3456";"";"33";"REGULAR";"false";"2015/03/09 16:34:05.583000000";"false";"";"0";"CONSOLIDADA";"";"Presencial"
"1207250";"01";"2432663";"";"";"53648";"30";"LATO SENSU";"";"Setor II - Sala C4";"2014";"2";"2014/08/23 00:00:00.000";"2014/09/13 00:00:00.000";"7M2345  7T3456";"";"33";"REGULAR";"false";"2014/12/13 21:14:13.572000000";"false";"";"32";"CONSOLIDADA";"";"Presencial"
"1213722";"01";"1219932";"";"";"54158";"30";"LATO SENSU";"";"Setor II - Sala C4";"2014";"2";"2014/09/20 00:00:00.000";"2014/12/20 00:00:00.000";"7M12345  7T23456 (20/09/2014 - 20/12/2014)";"";"33";"REGULAR";"false";"2015/03/30 13:54:04.353000000";"false";"";"0";"CONSOLIDADA";"";"Presencial"
"1217095";"01";"1547315";"";"";"52919";"30";"LATO SENSU";"";"Depto. de Oceanografia e Limnologia";"2014";"2";"2014/07/14 00:00:00.000";"2014/07/18 00:00:00.000";"23456T123456 (14/07/2014 - 18/07/2014)";"";"26";"REGULAR";"false";"2014/07/30 08:40:26.116000000";"false";"";"30";"CONSOLIDADA";"";"Presencial"
"1217097";"01";"1798628";"";"";"53074";"15";"LATO SENSU";"";"Depto. de Oceanografia e Limnologia";"2014";"2";"2014/08/12 00:00:00.000";"2014/11/14 00:00:00.000";"234567T2345";"";"26";"REGULAR";"false";"2015/03/25 09:14:40.959000000";"false";"";"52";"CONSOLIDADA";"";"Presencial"
"1217097";"01";"2218942";"";"";"53074";"15";"LATO SENSU";"";"Depto. de Oceanografia e Limnologia";"2014";"2";"2014/08/12 00:00:00.000";"2014/11/14 00:00:00.000";"234567T2345";"";"26";"REGULAR";"false";"2015/03/25 09:14:40.959000000";"false";"";"52";"CONSOLIDADA";"";"Presencial"
"1217097";"01";"1615549";"";"";"53074";"15";"LATO SENSU";"";"Depto. de Oceanografia e Limnologia";"2014";"2";"2014/08/12 00:00:00.000";"2014/11/14 00:00:00.000";"234567T2345";"";"26";"REGULAR";"false";"2015/03/25 09:14:40.959000000";"false";"";"52";"CONSOLIDADA";"";"Presencial"
"1217097";"01";"346498";"";"";"53074";"15";"LATO SENSU";"";"Depto. de Oceanografia e Limnologia";"2014";"2";"2014/08/12 00:00:00.000";"2014/11/14 00:00:00.000";"234567T2345";"";"26";"REGULAR";"false";"2015/03/25 09:14:40.959000000";"false";"";"52";"CONSOLIDADA";"";"Presencial"
"1217098";"01";"1177742";"";"";"52924";"15";"LATO SENSU";"";"Depto. de Oceanografia e Limnologia";"2014";"2";"2014/12/08 00:00:00.000";"2014/12/12 00:00:00.000";"23456T123456";"";"26";"REGULAR";"false";"2014/12/12 13:34:32.530000000";"false";"";"30";"CONSOLIDADA";"";"Presencial"
"1217098";"01";"";"81488";"";"52924";"15";"LATO SENSU";"";"Depto. de Oceanografia e Limnologia";"2014";"2";"2014/12/08 00:00:00.000";"2014/12/12 00:00:00.000";"23456T123456";"";"26";"REGULAR";"false";"2014/12/12 13:34:32.530000000";"false";"";"30";"CONSOLIDADA";"";"Presencial"
